,mal_id,score,english_name,type,episodes,premiered,studios,source,duration,ranked,popularity,members,favorites,watching,completed,on-hold,dropped,plan_to_watch,genres1,genres2,genres3,genres4,genres5,rating_clean,aired_start,aired_stop,aired_start_y,aired_stop_y,airing_time_days,rating_tot,airing_time_category
0,1,8.78,Cowboy Bebop,TV,26,1998,Sunrise,Original,24 min. per ep.,28.0,39,1251960,61971,105808,718161,71513,26678,329800,Action, Adventure, Drama, Sci-Fi, Space,R,1998-04-03,1999-04-24,1998,1999,386 days,-0.33527676469675416,very_long
1,6,8.24,Trigun,TV,26,1998,Madhouse,Manga,24 min. per ep.,266.0,201,558913,12944,29113,343492,25465,13925,146918,Action, Sci-Fi, Comedy, Drama, Shounen,PG-13,1998-04-01,1998-09-30,1998,1998,182 days,-0.2634117875111388,very_long
2,7,7.27,Witch Hunter Robin,TV,26,2002,Sunrise,Original,25 min. per ep.,2481.0,1467,94683,587,4300,46165,5121,5378,33719,Action, Mystery, Supernatural, Drama, Magic,PG-13,2002-07-02,2002-12-24,2002,2002,175 days,-0.09994649989630577,long
3,8,6.98,Beet the Vandel Buster,TV,52,2004,Toei Animation,Manga,23 min. per ep.,3710.0,4369,13224,18,642,7314,766,1108,3394,Adventure, Fantasy, Supernatural,,,PG,2004-09-30,2005-09-29,2004,2005,364 days,0.12426436554211523,very_long
4,16,8.06,Honey and Clover,TV,24,2005,J.C.Staff,Manga,23 min. per ep.,468.0,687,214499,4101,11909,81145,11901,11026,98518,Comedy, Drama, Romance, Slice of Life,,PG-13,2005-04-15,2005-09-27,2005,2005,165 days,-0.21255973774249398,long
5,19,8.76,Monster,TV,74,2004,Madhouse,Manga,24 min. per ep.,30.0,169,614100,29436,64648,214491,47488,23008,264465,Drama, Horror, Police, Psychological, Seinen,R+,2004-04-07,2005-09-28,2004,2005,539 days,-0.3101707553449116,very_long
6,20,7.91,Naruto,TV,220,2002,Studio Pierrot,Manga,23 min. per ep.,660.0,8,1830540,65586,137167,1462223,61734,99806,69610,Action, Adventure, Super Power, Martial Arts, Shounen,PG-13,2002-10-03,2007-02-08,2002,2007,1589 days,-0.2769446489451852,very_long
7,22,7.9,The Prince of Tennis,TV,178,2001,Trans Arts,Manga,22 min. per ep.,675.0,1039,141832,3124,11235,76881,12905,12516,28295,Action, Comedy, School, Shounen,,PG-13,2001-10-10,2005-03-23,2001,2005,1260 days,-0.17604413245637648,very_long
8,24,7.94,School Rumble,TV,26,2004,Studio Comet,Manga,23 min. per ep.,625.0,514,275464,5137,12277,157789,12856,13491,79051,Comedy, Romance, Shounen,,,PG-13,2004-10-05,2005-03-29,2004,2005,175 days,-0.21657162893666132,long
9,25,7.42,Desert Punk,TV,24,2004,Gonzo,Manga,24 min. per ep.,1844.0,1284,111734,790,6273,53819,6255,7951,37436,Action, Adventure, Ecchi, Sci-Fi, Shounen,R,2004-10-06,2005-03-30,2004,2005,175 days,-0.12356504560429118,long
10,26,7.76,Texhnolyze,TV,22,2003,Madhouse,Original,23 min. per ep.,896.0,823,182599,3671,11335,47532,9815,8112,105805,Action, Sci-Fi, Drama,,,R+,2003-04-17,2003-09-25,2003,2003,161 days,-0.18142049541933053,long
11,27,7.32,Trinity Blood,TV,24,2005,Gonzo,Light novel,24 min. per ep.,2240.0,936,158343,1479,7794,87958,8940,9349,44302,Action, Supernatural,,,,R,2005-04-29,2005-10-28,2005,2005,182 days,-0.1411061552231691,very_long
12,28,7.95,Yakitate!! Japan,TV,69,2004,Sunrise,Manga,24 min. per ep.,609.0,1666,80183,887,5007,39992,5764,4633,24787,Comedy, Shounen,,,,PG-13,2004-10-12,2006-03-14,2004,2006,518 days,-0.134698954307181,very_long
13,30,8.32,Neon Genesis Evangelion,TV,26,1995,"Gainax, Tatsunoko Production",Original,24 min. per ep.,208.0,54,1160651,71308,66549,815938,35566,20358,222240,Action, Sci-Fi, Psychological, Drama, Mecha,PG-13,1995-10-04,1996-03-27,1995,1996,175 days,-0.30556204342627385,long
14,33,8.49,Berserk,TV,25,1997,OLM,Manga,25 min. per ep.,108.0,301,432190,18567,19540,276588,12737,9406,113919,Action, Adventure, Drama, Fantasy, Horror,R+,1997-10-08,1998-04-01,1997,1998,175 days,-0.2767779911163893,long
15,45,8.31,Rurouni Kenshin,TV,94,1996,"Gallop, Studio Deen",Manga,25 min. per ep.,220.0,345,386195,11236,29540,216154,30655,18588,91258,Action, Adventure, Historical, Romance, Samurai,PG-13,1996-01-10,1998-09-08,1996,1998,972 days,-0.2575597202349446,very_long
16,48,6.98,.hack//Sign,TV,26,2002,Bee Train,Original,24 min. per ep.,3687.0,940,158227,1359,6733,91528,8315,11881,39770,Game, Sci-Fi, Mystery, Magic, Fantasy,PG-13,2002-04-04,2002-09-26,2002,2002,175 days,-0.11649449597124197,long
17,50,7.35,Ah! My Goddess,TV,24,2005,AIC,Manga,24 min. per ep.,2116.0,1083,135747,1124,5841,85884,6517,7971,29534,Comedy, Supernatural, Romance, Seinen,,PG-13,2005-01-07,2005-07-08,2005,2005,182 days,-0.13279380323412698,very_long
18,52,7.26,Battle Doll Angelic Layer,TV,26,2001,Bones,Manga,24 min. per ep.,2529.0,2232,51022,290,1653,32978,2615,2852,10924,Sci-Fi, Comedy, Drama, Shounen,,PG-13,2001-04-01,2001-09-23,2001,2001,175 days,-0.045520814679717574,long
19,53,7.14,Ai Yori Aoshi,TV,24,2002,J.C.Staff,Manga,23 min. per ep.,3012.0,1465,94793,458,4111,60075,4160,5814,20633,Harem, Slice of Life, Drama, Romance,,PG-13,2002-04-11,2002-09-26,2002,2002,168 days,-0.09074612039848053,long
20,57,8.31,Beck:Mongolian Chop Squad,TV,26,2004,Madhouse,Manga,25 min. per ep.,221.0,570,255668,7038,10580,133432,10190,8488,92978,Comedy, Drama, Shounen, Slice of Life,,R,2004-10-07,2005-03-31,2004,2005,175 days,-0.23992094395798436,long
21,58,7.05,Blue Gender,TV,26,1999,AIC,Original,23 min. per ep.,3455.0,1886,65360,389,2738,31583,2534,3195,25310,Adventure, Romance, Military, Sci-Fi, Horror,R+,1999-10-08,2000-03-31,1999,2000,175 days,-0.0548030080751785,long
22,59,7.43,Chobits,TV,26,2002,Madhouse,Manga,24 min. per ep.,1804.0,332,402646,3859,15294,272425,18082,22409,74436,Sci-Fi, Comedy, Romance, Ecchi, Seinen,PG-13,2002-04-03,2002-09-25,2002,2002,175 days,-0.19232935383962,long
23,60,7.66,Chrono Crusade,TV,24,2003,Gonzo,Manga,23 min. per ep.,1120.0,742,198007,2064,8228,117484,9881,9842,52572,Action, Demons, Romance, Shounen, Supernatural,R,2003-11-25,2004-06-10,2003,2004,198 days,-0.17923320046672694,very_long
24,61,7.2,D.N.Angel,TV,26,2003,Xebec,Manga,23 min. per ep.,2761.0,891,167615,1523,5183,117045,7599,11057,26731,Action, Comedy, Romance, Fantasy, School,PG-13,2003-04-03,2003-09-25,2003,2003,175 days,-0.1357089251312788,long
25,62,6.77,D.C.~Da Capo~,TV,26,2003,"feel., Zexcs",Visual novel,24 min. per ep.,4589.0,1852,67491,189,3024,36037,2840,3852,21738,Harem, Drama, Romance,,,PG-13,2003-07-05,2003-12-27,2003,2003,175 days,-0.03710124651593346,long
26,63,6.62,DearS,TV,12,2004,Daume,Manga,23 min. per ep.,5274.0,1146,128788,391,3766,95113,3066,5507,21336,Sci-Fi, Harem, Romance, Ecchi, Shounen,R+,2004-07-11,2004-09-26,2004,2004,77 days,-0.07592734559475173,short
27,64,7.44,Rozen Maiden,TV,12,2004,Nomad,Manga,24 min. per ep.,1782.0,846,176775,2074,5599,113914,6040,7852,43370,Action, Comedy, Magic, Seinen,,PG-13,2004-10-08,2004-12-24,2004,2004,77 days,-0.15624465289864925,short
28,65,7.65,Rozen Maiden:Träumend,TV,12,2005,Nomad,Manga,24 min. per ep.,1146.0,1479,93768,516,2006,73523,2114,1647,14478,Action, Comedy, Magic, Seinen,,PG-13,2005-10-21,2006-01-27,2005,2006,98 days,-0.12620821540323912,long
29,66,7.98,Azumanga Daioh:The Animation,TV,26,2002,J.C.Staff,4-koma manga,24 min. per ep.,555.0,554,262980,5181,13747,143431,16133,13115,76554,Slice of Life, Comedy,,,,PG-13,2002-04-09,2002-10-01,2002,2002,175 days,-0.21664604885992042,long
30,67,7.58,Basilisk,TV,24,2005,Gonzo,Manga,24 min. per ep.,1325.0,940,156661,1467,6964,82153,6380,6957,54207,Action, Adventure, Supernatural, Romance, Samurai,R,2005-04-13,2005-09-21,2005,2005,161 days,-0.159385976082157,long
31,68,7.38,Black Cat,TV,23,2005,Gonzo,Manga,24 min. per ep.,1965.0,622,231668,1955,10510,142921,11736,11003,55498,Sci-Fi, Adventure, Super Power, Shounen,,PG-13,2005-10-07,2006-03-31,2005,2006,175 days,-0.16759541487285076,long
32,71,7.65,Full Metal Panic!,TV,24,2002,Gonzo,Light novel,24 min. per ep.,1146.0,322,411230,4417,17458,264665,16076,13806,99225,Action, Military, Comedy, Mecha,,R,2002-01-08,2002-06-18,2002,2002,161 days,-0.20898880497874195,long
33,72,8.07,Full Metal Panic? Fumoffu,TV,12,2003,Kyoto Animation,Light novel,24 min. per ep.,452.0,571,254465,2988,5383,204041,4435,3533,37073,Action, Comedy,,,,PG-13,2003-08-26,2003-10-18,2003,2003,53 days,-0.2208995925779393,short
34,73,7.96,Full Metal Panic! The Second Raid,TV,13,2005,Kyoto Animation,Light novel,24 min. per ep.,579.0,639,227927,1358,4667,177524,3840,2271,39625,Action, Military,,,,R,2005-07-14,2005-10-20,2005,2005,98 days,-0.20755237298685722,long
35,74,7.65,Gakuen Alice,TV,26,2004,Group TAC,Manga,25 min. per ep.,1158.0,1640,81446,1613,2495,57369,2843,2916,15823,Comedy, School, Super Power,,,G,2004-10-30,2005-05-14,2004,2005,196 days,-0.11542356316872927,very_long
36,75,7.3,Fafner of the Blue Sky,TV,25,2004,Xebec,Original,24 min. per ep.,2348.0,2523,40602,255,2179,16417,1849,1987,18170,Action, Drama, Military, Sci-Fi,,PG-13,2004-07-05,2004-12-27,2004,2004,175 days,-0.02798046471089971,long
37,76,7.42,Magical Girl Lyrical Nanoha,TV,13,2004,Seven Arcs,Original,25 min. per ep.,1828.0,1550,88890,1036,3287,47731,2865,2625,32382,Action, Comedy, Magic, Super Power,,PG-13,2004-10-03,2004-12-26,2004,2004,84 days,-0.10504528858114288,medium
38,77,7.99,Magical Girl Lyrical Nanoha A's,TV,13,2005,Seven Arcs,Original,25 min. per ep.,551.0,2075,56981,1014,1367,40165,1088,828,13533,Action, Comedy, Magic, Super Power,,PG-13,2005-10-02,2005-12-25,2005,2005,84 days,-0.10896675548284278,medium
39,79,7.09,Shuffle!,TV,24,2005,Asread,Visual novel,23 min. per ep.,3231.0,600,240751,1572,10943,151944,9558,13227,55079,Harem, Comedy, Magic, Romance, Ecchi,R+,2005-07-08,2006-01-06,2005,2006,182 days,-0.1482571837332128,very_long
40,80,7.78,Mobile Suit Gundam,TV,43,1979,Sunrise,Original,25 min. per ep.,867.0,1427,97216,1787,7737,52669,5473,3100,28237,Action, Military, Space, Mecha,,PG-13,1979-04-07,1980-01-26,1979,1980,294 days,-0.13970213735797327,very_long
41,85,7.92,Mobile Suit Zeta Gundam,TV,50,1985,Sunrise,Original,24 min. per ep.,655.0,2159,53822,1721,3912,32798,2628,1049,13435,Military, Sci-Fi, Drama, Romance, Mecha,PG-13,1985-03-02,1986-02-22,1985,1986,357 days,-0.09840193144114856,very_long
42,86,6.66,Mobile Suit Gundam ZZ,TV,47,1986,Sunrise,Original,24 min. per ep.,5111.0,2941,30758,130,1647,18408,1354,917,8432,Space, Comedy, Military, Drama, Sci-Fi,PG-13,1986-03-01,1987-01-31,1986,1987,336 days,0.047050465033195064,very_long
43,89,6.76,Mobile Suit V Gundam,TV,51,1993,"Sunrise, Studio Deen",Original,24 min. per ep.,4632.0,3588,20794,95,1225,10068,1094,628,7779,Drama, Mecha, Sci-Fi, Space,,PG-13,1993-04-02,1994-03-25,1993,1994,357 days,0.08523981450415423,very_long
44,90,7.72,Mobile Suit Gundam Wing,TV,49,1995,Sunrise,Original,24 min. per ep.,984.0,1118,132208,2538,5922,95155,5945,4411,20775,Action, Military, Space, Drama, Mecha,PG-13,1995-04-07,1996-03-29,1995,1996,357 days,-0.15739576683016043,very_long
45,92,7.32,After War Gundam X,TV,39,1996,Sunrise,Original,24 min. per ep.,2228.0,3043,28862,189,1554,15987,1746,983,8592,Sci-Fi, Adventure, Drama, Mecha,,PG-13,1996-04-05,1996-12-28,1996,1996,267 days,0.007040436004684879,very_long
46,93,7.79,Mobile Suit Gundam SEED,TV,50,2002,Sunrise,Original,24 min. per ep.,850.0,1057,140346,3584,4898,101920,4589,5021,23918,Action, Drama, Military, Romance, Sci-Fi,R,2002-10-05,2003-09-27,2002,2003,357 days,-0.16713493300717222,very_long
47,95,7.7,∀ Gundam,TV,50,1999,"Sunrise, Nakamura Production",Original,24 min. per ep.,1018.0,2714,35670,760,2378,14651,2327,1448,14866,Action, Military, Adventure, Space, Drama,PG-13,1999-04-09,2000-04-14,1999,2000,371 days,-0.0433915926897657,very_long
48,96,7.56,Mobile Fighter G Gundam,TV,49,1994,Sunrise,Original,24 min. per ep.,1396.0,2109,55463,896,2499,38653,2505,1607,10199,Adventure, Comedy, Martial Arts, Mecha, Romance,PG-13,1994-04-01,1995-03-31,1994,1995,364 days,-0.07582840471234485,very_long
49,97,7.82,Last Exile,TV,26,2003,Gonzo,Original,24 min. per ep.,795.0,995,149528,1848,5943,77235,6541,5038,54771,Action, Sci-Fi,,,,PG-13,2003-04-08,2003-09-30,2003,2003,175 days,-0.172841818854724,long
50,98,7.46,My-Hime,TV,26,2004,Sunrise,Original,23 min. per ep.,1698.0,1381,101495,1262,3442,60321,3690,4215,29827,Action, Comedy, Fantasy, Magic, Mecha,PG-13,2004-09-30,2005-03-31,2004,2005,182 days,-0.11983904377656475,very_long
51,99,7.31,My-Otome,TV,26,2005,Sunrise,Original,24 min. per ep.,2308.0,2370,46018,333,1147,31335,1222,1598,10716,Comedy, Drama, Magic,,,PG-13,2005-10-07,2006-03-31,2005,2006,175 days,-0.03944517444615963,long
52,100,7.2,Prétear:The New Legend of Snow White,TV,13,2001,Hal Film Maker,Manga,23 min. per ep.,2785.0,2162,53508,457,1607,33827,1504,1760,14810,Comedy, Drama, Magic, Romance, Shoujo,PG-13,2001-04-04,2001-06-27,2001,2001,84 days,-0.046213923803639506,medium
53,101,7.32,Air,TV,12,2005,Kyoto Animation,Visual novel,24 min. per ep.,2230.0,563,259381,2704,7367,170036,8109,9992,63877,Slice of Life, Supernatural, Romance,,,PG-13,2005-01-07,2005-03-25,2005,2005,77 days,-0.16777880160546738,short
54,103,7.39,Red Riding Hood Chacha,TV,74,1994,Gallop,Manga,24 min. per ep.,1941.0,4551,12006,88,691,5140,993,994,4188,Adventure, Comedy, Magic, Romance, Shoujo,G,1994-01-07,1995-06-30,1994,1995,539 days,0.10770369410292459,very_long
55,104,7.23,"Ceres, Celestial Legend",TV,24,2000,Studio Pierrot,Manga,21 min. per ep.,2641.0,2182,53189,535,2099,31162,2479,3400,14049,Adventure, Comedy, Psychological, Supernatural, Drama,R,2000-04-20,2000-09-28,2000,2000,161 days,-0.04699026897825504,long
56,105,6.46,Boys Be...,TV,13,2000,Hal Film Maker,Manga,23 min. per ep.,6088.0,3665,20032,41,768,10371,809,1385,6699,Slice of Life, Comedy, Shounen,,,PG-13,2000-04-11,2000-07-04,2000,2000,84 days,0.11207843340528031,medium
57,106,7.7,Hana Yori Dango,TV,51,1996,Toei Animation,Manga,25 min. per ep.,1027.0,2293,48623,762,2502,25257,2178,2974,15712,Drama, Romance, Shoujo,,,PG-13,1996-09-08,1997-08-31,1996,1997,357 days,-0.07287822870997694,very_long
58,107,7.23,Jing:King of Bandits,TV,13,2002,Studio Deen,Manga,24 min. per ep.,2625.0,2817,32988,210,1343,16532,1452,1714,11947,Adventure, Comedy, Sci-Fi, Shounen,,PG-13,2002-05-15,2002-08-14,2002,2002,91 days,-0.002370954165371108,long
59,109,6.81,Burst Angel,TV,24,2004,Gonzo,Original,23 min. per ep.,4381.0,1965,62106,257,2789,34321,3539,4492,16965,Adventure, Comedy, Sci-Fi,,,PG-13,2004-04-07,2004-09-15,2004,2004,161 days,-0.03207368720054043,long
60,111,6.83,Corrector Yui,TV,52,1999,Nippon Animation,Original,25 min. per ep.,4318.0,4519,12222,50,463,6825,661,963,3310,Sci-Fi, Adventure, Magic,,,PG,1999-04-09,2000-10-20,1999,2000,560 days,0.1454664164883009,very_long
61,112,4.95,The Cosmopolitan Prayers,TV,8,2004,"Imagin, Studio Live",Original,14 min. per ep.,10648.0,5542,7392,5,269,3567,243,568,2745,Action, Ecchi, Fantasy, Magic, Comedy,PG-13,2004-01-12,2004-03-01,2004,2004,49 days,0.35137654891501974,short
62,113,7.38,Stellvia,TV,26,2003,Xebec,Original,23 min. per ep.,1980.0,3577,20924,127,820,10722,957,960,7465,Action, Mecha, Sci-Fi, Space,,PG-13,2003-04-03,2003-09-25,2003,2003,175 days,0.04018386148023935,long
63,114,7.93,Cromartie High School,TV,26,2003,Production I.G,Manga,12 min. per ep.,631.0,1279,112001,1561,8242,49634,7970,5164,40991,Comedy, School,,,,PG-13,2003-10-03,2004-03-26,2003,2004,175 days,-0.16067721723815948,long
64,116,6.97,El-Hazard:The Wanderers,TV,26,1995,AIC,Original,23 min. per ep.,3735.0,4198,14603,35,613,8190,628,667,4505,Adventure, Comedy, Fantasy,,,PG-13,1995-10-06,1996-03-29,1995,1996,175 days,0.11299440938565926,long
65,120,7.69,Fruits Basket,TV,26,2001,Studio Deen,Manga,24 min. per ep.,1058.0,314,420919,9504,15410,297921,12910,16709,77969,Slice of Life, Comedy, Drama, Romance, Shoujo,PG-13,2001-07-05,2001-12-27,2001,2001,175 days,-0.21468387514853557,long
66,121,8.17,Fullmetal Alchemist,TV,51,2003,Bones,Manga,24 min. per ep.,337.0,52,1151621,26564,52738,880215,41631,38693,138344,Action, Adventure, Drama, Fantasy, Magic,PG-13,2003-10-04,2004-10-02,2003,2004,364 days,-0.2749496531473074,very_long
67,122,7.96,Searching for the Full Moon,TV,52,2002,Studio Deen,Manga,24 min. per ep.,585.0,1519,90884,1823,3807,51760,4784,5484,25049,Music, Comedy, Drama, Romance, Shoujo,PG-13,2002-04-06,2003-03-29,2002,2003,357 days,-0.1461277542399767,very_long
68,123,7.64,Mysterious Play,TV,52,1995,Studio Pierrot,Manga,23 min. per ep.,1172.0,1434,96861,2277,5124,53674,5497,5964,26602,Adventure, Fantasy, Martial Arts, Comedy, Romance,PG-13,1995-04-06,1996-03-28,1995,1996,357 days,-0.1294346315003637,very_long
69,125,6.49,Twin Love,TV,13,2004,Telecom Animation Film,Original,24 min. per ep.,5946.0,2900,31358,22,1052,19836,962,1485,8023,Comedy, Romance,,,,PG-13,2004-10-06,2004-12-29,2004,2004,84 days,0.056366187105281414,medium
70,129,7.59,Saiyuki,TV,50,2000,Studio Pierrot,Manga,23 min. per ep.,1315.0,2359,46228,833,2628,22100,3188,3069,15243,Action, Adventure, Demons, Drama, Shounen,R,2000-04-04,2001-03-27,2000,2001,357 days,-0.0604329941550814,very_long
71,130,7.41,Saiyuki Reload,TV,25,2003,Studio Pierrot,Manga,23 min. per ep.,1858.0,3071,28277,116,1224,15616,1186,1189,9062,Action, Adventure, Demons, Drama, Josei,PG-13,2003-10-02,2004-03-25,2003,2004,175 days,0.002607715218019089,long
72,131,7.42,Saiyuki Gunlock,TV,26,2004,Studio Pierrot,Manga,24 min. per ep.,1840.0,3724,19393,51,728,10446,702,519,6998,Action, Adventure, Demons, Drama, Josei,PG-13,2004-04-02,2004-09-24,2004,2004,175 days,0.04765719231379259,long
73,132,7.61,Getbackers,TV,49,2002,Studio Deen,Manga,24 min. per ep.,1249.0,1339,105139,911,5642,55921,8039,7436,28101,Action, Comedy, Mystery, Shounen, Super Power,PG-13,2002-10-05,2003-09-20,2002,2003,350 days,-0.13333417069242146,very_long
74,133,6.21,Green Green,TV,12,2003,Studio Matrix,Visual novel,24 min. per ep.,7303.0,1333,106208,263,2671,79017,2144,5446,16930,Comedy, Ecchi, School, Slice of Life,,R+,2003-07-12,2003-09-27,2003,2003,77 days,-0.033496898825484456,short
75,134,7.42,Gunslinger Girl,TV,13,2003,Madhouse,Manga,24 min. per ep.,1821.0,920,161010,1140,6742,82948,7728,8160,55432,Action, Psychological, Drama, Sci-Fi,,R,2003-10-09,2004-02-19,2003,2004,133 days,-0.14921542635154292,long
76,135,8.11,Hikaru no Go,TV,75,2001,Studio Pierrot,Manga,23 min. per ep.,400.0,1287,111164,2186,5480,62705,6454,6700,29825,Comedy, Game, Supernatural,,,PG-13,2001-10-10,2003-03-26,2001,2003,532 days,-0.1732497989846085,very_long
77,136,8.42,Hunter x Hunter,TV,62,1999,Nippon Animation,Manga,23 min. per ep.,143.0,319,416227,9525,28061,260968,15535,15100,96563,Action, Adventure, Fantasy, Shounen,,PG-13,1999-10-16,2001-03-31,1999,2001,532 days,-0.2664688720851275,very_long
78,141,6.14,Jinki:Extend,TV,12,2005,feel.,Manga,23 min. per ep.,7618.0,4923,9900,10,420,4784,474,699,3523,Mecha, Sci-Fi,,,,R,2005-01-06,2005-03-24,2005,2005,77 days,0.22304900842683387,short
79,143,6.87,Destiny of the Shrine Maiden,TV,12,2004,TNK,Manga,24 min. per ep.,4169.0,2000,60077,767,2269,33411,2025,2994,19378,Supernatural, Drama, Romance, Mecha, Shounen,PG-13,2004-10-02,2004-12-18,2004,2004,77 days,-0.03413512782253742,short
80,145,7.61,His and Her Circumstances,TV,26,1998,"Gainax, J.C.Staff",Manga,24 min. per ep.,1254.0,875,170539,2188,11136,75368,10132,7994,65909,Comedy, Drama, School, Shoujo, Slice of Life,PG-13,1998-10-02,1999-03-26,1998,1999,175 days,-0.16640351113615665,long
81,146,6.76,This Ugly Yet Beautiful World,TV,12,2004,"Gainax, Shaft",Original,24 min. per ep.,4625.0,2145,54222,178,1995,33816,1909,2381,14121,Sci-Fi, Comedy, Magic, Romance, Ecchi,R+,2004-04-02,2004-06-18,2004,2004,77 days,-0.015861313090474925,short
82,147,7.24,Rumbling Hearts,TV,14,2003,Studio Fantasia,Visual novel,23 min. per ep.,2604.0,1187,123752,1072,3792,75846,3242,4458,36414,Drama, Romance,,,,R+,2003-10-05,2004-01-04,2003,2004,91 days,-0.11763205391016517,long
83,148,6.62,Diamond Daydreams,TV,12,2004,Studio Deen,Visual novel,24 min. per ep.,5305.0,5411,7823,9,345,2781,354,418,3925,Drama, Romance,,,,PG-13,2004-01-20,2004-04-05,2004,2004,76 days,0.22295321761262812,short
84,149,6.86,Loveless,TV,12,2005,J.C.Staff,Manga,24 min. per ep.,4203.0,1215,121063,1632,4134,81173,4010,8783,22963,Action, Mystery, Drama, Romance, Fantasy,PG-13,2005-04-07,2005-06-30,2005,2005,84 days,-0.0887878753020552,medium
85,150,7.66,Blood+,TV,50,2005,Production I.G,Original,24 min. per ep.,1116.0,431,317767,4623,17892,163002,20855,20329,95689,Action, Military, Horror, Supernatural, Drama,R,2005-10-08,2006-09-23,2005,2006,350 days,-0.2021610527963661,very_long
86,153,8.06,The Twelve Kingdoms,TV,45,2002,Studio Pierrot,Novel,25 min. per ep.,464.0,1266,113627,2261,6948,41705,5871,4897,54206,Action, Adventure, Magic, Supernatural,,PG-13,2002-04-09,2003-08-30,2002,2003,508 days,-0.17118391931316626,very_long
87,154,7.78,Shaman King,TV,64,2001,Xebec,Manga,23 min. per ep.,853.0,477,294021,3672,11999,208822,11722,13069,48409,Action, Adventure, Super Power, Supernatural, Shounen,PG-13,2001-07-04,2002-09-25,2001,2002,448 days,-0.20708198294526908,very_long
88,156,7.43,X,TV,24,2001,Madhouse,Manga,24 min. per ep.,1804.0,1818,69684,796,2710,39454,3274,3006,21240,Action, Super Power, Magic, Romance, Fantasy,R+,2001-10-03,2002-03-27,2001,2002,175 days,-0.08688181988439383,long
89,157,6.98,Negima!,TV,26,2005,Xebec,Manga,23 min. per ep.,3708.0,1208,121120,601,5607,74264,5159,7468,28622,Comedy, Ecchi, Harem, Magic, Romance,PG-13,2005-01-06,2005-06-30,2005,2005,175 days,-0.09738495347210649,long
90,158,7.34,Maria Watches Over Us,TV,13,2004,Studio Deen,Light novel,24 min. per ep.,2178.0,2170,53511,663,2234,22274,1941,2716,24346,Slice of Life, Drama, Shoujo, Shoujo Ai,,PG-13,2004-01-08,2004-04-01,2004,2004,84 days,-0.05574262048833243,medium
91,159,6.34,The Melody of Oblivion,TV,24,2004,"Gainax, J.C.Staff",Manga,23 min. per ep.,6657.0,3975,16632,43,785,6788,751,1212,7096,Adventure, Fantasy, Mecha, Psychological, Sci-Fi,PG-13,2004-04-07,2004-09-22,2004,2004,168 days,0.14235774869636736,long
92,160,7.66,"Now and Then, Here and There",TV,13,1999,AIC,Original,25 min. per ep.,1140.0,1309,108100,1018,4451,39741,3252,2434,58222,Adventure, Drama, Military, Sci-Fi,,R,1999-10-14,2000-01-20,1999,2000,98 days,-0.13905347839426524,long
93,161,7.33,Peace Maker Kurogane,TV,24,2003,Gonzo,Manga,24 min. per ep.,2186.0,2251,50151,307,2172,26653,2370,2148,16808,Action, Comedy, Samurai, Shounen,,R,2003-10-08,2004-03-24,2003,2004,168 days,-0.04919608117185064,long
94,162,6.94,Pita-Ten,TV,26,2002,Madhouse,Manga,24 min. per ep.,3863.0,3626,20422,104,743,11980,1103,1557,5039,Comedy, Fantasy, Romance, School, Shounen,G,2002-04-07,2002-09-29,2002,2002,175 days,0.07504427250508834,long
95,165,7.42,RahXephon,TV,26,2002,Bones,Original,23 min. per ep.,1820.0,1395,100343,949,4101,46207,4534,4203,41298,Action, Drama, Music, Mystery, Psychological,PG-13,2002-01-21,2002-09-11,2002,2002,233 days,-0.11586211470493926,very_long
96,166,7.48,Samurai 7,TV,26,2004,Gonzo,Other,26 min. per ep.,1646.0,1295,110124,744,4453,67372,4951,4474,28874,Historical, Mecha, Sci-Fi,,,PG-13,2004-06-12,2004-12-25,2004,2004,196 days,-0.12705834055111417,very_long
97,167,7.41,Scrapped Princess,TV,24,2003,Bones,Light novel,23 min. per ep.,1861.0,1637,81917,433,3417,42524,3547,3269,29160,Sci-Fi, Adventure, Drama, Fantasy, Mecha,PG-13,2003-04-08,2003-10-07,2003,2003,182 days,-0.0979678889399295,very_long
98,168,7.38,s-CRY-ed,TV,26,2001,Sunrise,Original,24 min. per ep.,1969.0,1787,72311,673,2428,44099,2630,2840,20314,Action, Sci-Fi, Super Power, Drama,,PG-13,2001-07-04,2001-12-26,2001,2001,175 days,-0.08542762612212647,long
99,169,6.91,Lunar Legend Tsukihime,TV,12,2003,J.C.Staff,Visual novel,24 min. per ep.,3970.0,1086,135721,654,5080,77659,3687,4104,45191,Action, Horror, Romance, Super Power, Supernatural,R,2003-10-10,2003-12-26,2003,2003,77 days,-0.10095489223512763,short
100,170,8.53,Slam Dunk,TV,101,1993,Toei Animation,Manga,23 min. per ep.,92.0,728,201203,5471,15530,108713,12179,7862,56919,Comedy, Drama, Shounen, Sports,,PG-13,1993-10-16,1996-03-23,1993,1996,889 days,-0.2438622860518468,very_long
101,174,6.93,Tenjho Tenge,TV,24,2004,Madhouse,Manga,23 min. per ep.,3911.0,934,158482,647,7266,100783,6039,8559,35835,Action, Ecchi, Comedy, Super Power, School,R,2004-04-02,2004-09-17,2004,2004,168 days,-0.11302554321328813,long
